hotelcode,hotelname,pricemin,pricemax
2070739,The Duke Boutique Hotel,75.91,375.94
2080968,Hotel Arena Toulouse,77.36,108.5
2081988,Golden Tulip Braga Hotel & Spa,54.94,106.87
2082002,Golden Tulip Porto Gaia Hotel & Spa - A26,60.62,127.19
2082889,Appart Hotel Saint Georges,124.06,144.91
2083079,Pack Horse Inn,84.48,116.16
2084085,Spalite Hotel,49.42,82.36
2084907,La Fonte del Cieco B&B,44.66,70.05
2089633,The George Inn,68.64,126.71
2091798,Hotel dei Barbieri,105.48,210.97
2091926,Hotel Kristal,25.57,51.52
2092969,Panorama Hotel Honey-Do,134.27,154.92
2093175,The County Hotel,79.19,179.51
2093890,Bauernhof Aiblinger,149.19,149.19
2094471,The Bottle Kiln Wetherspoon,62.3,67.57
2095616,The Wynnstay,68.64,147.83
2096063,Ibis Budget Knutsford,45.4,58.08
2096073,Congress Hotel Mercure Nuernberg An Der Messe,140.46,216.89
2096075,Ibis Budget Warrington Lymm Services,45.4,52.8
2096086,Mercure Altrincham Bowdon Hotel,47.31,146.77
2096089,Novotel Suites Paris Roissy Cdg,135.63,159.74
2096116,Ibis Leipzig Nord Ost,35.42,73.33
2096134,Ibis Budget Derby,39.91,72.44
2096136,Hotel Mercure Paris Opera Grands Boulevards,119.55,284.31
2096145,Hotel Mercure Strasbourg Centre Gare,162.75,251.16
2096154,Hotel Mercure Paris Gobelins Place D'Italie,180.8,251.15
2096209,Ibis Budget Bradford,28.72,48.52
2096221,Mercure Stafford South Hatherton House Hotel,56.07,83.41
2096226,Ibis Woerthersee,58.87,121.74
2096237,Novotel Suites Muenchen Parkstadt Schwabing,64.34,193.14
2096297,Novotel Suites Hannover City,64.34,200.36
2096303,Good Morning Erfurt,51.64,97.08
2096323,Mercure Hatfield Oak Hotel,48.04,147.83
2096333,Mercure Wolverhampton Goldthorn Hotel,39.17,98.2
2096363,Mercure Raclawice Doslonce Conference And Spa,73.05,106.84
2096374,Mercure Salzburg Central,174.8,220.01
2096394,Mercure Hotel Duesseldorf City Nord,60.93,124.97
2096406,Ibis Bucharest Palatul Parlamentului City Centre,56.78,128.23
2096411,Ibis Sofia Airport,65.85,75.04
2096413,Mercure Hotel Duesseldorf City Center,66.1,217.92
2096416,Ibis Constanta,25.55,103.06
2096417,Ibis Styles Brussels Louise,46.71,106.34
2096422,Hotel Mercure Venezia Marghera,66.31,174.81
2096440,Ibis Paris Bercy Village 12Eme,128.99,167.78
2100309,Bridport Arms Hotel,131.99,195.35
2101176,Hotel Barolo,80.37,175.81
2101591,Hotel Villa Vrsar,40.71,110.3
2104751,Am Kappelberg,133.23,143.56
2104972,The Marine Hotel,95.03,116.16
2105375,Eaton House,68.64,89.75
2111189,Oaklands (Self Check-in),49.42,88.7
2112687,Queens Head Hotel,122.3,129.71
2115655,The Royal Hotel Hull,55.48,162.61
2115854,Hotel De Bourgogne,85.39,130.6
2138121,Lynbar Hotel,82.36,82.36
2138770,Little Tidebrook Farm,58.07,84.48
2151070,The Royal Hotel,142.55,184.78
2152312,Hotel Kralovsky Dvur,46.41,109.4
2159425,Hyatt Regency Amsterdam,189.65,1400.15
2160203,Van Dyk by Wildes,58.07,216.46
2161643,The Talbot Hotel,52.8,121.43
2167503,Le Pavillon de l'Aero,54.25,88.9
2168742,The Ne Ville,47.52,68.64
2169190,Pestana Alvor South Beach,90.7,277.36
2169485,JUFA Hotel Konigswinter/Bonn,68.25,106.33
2170680,Regent Court at the Sandringham Hotel,29.56,92.92
2186976,Aparthotel Adagio Monaco Monte Cristo,66.71,189.37
2190880,Hampton by Hilton Aberdeen Westhill,43.98,167.9
2191709,Holiday Inn Express Wigan,53.85,111.92
2192212,Hotel Tempo Boutique,25.03,48.3
2193110,Hotel Promenada,35.41,61.97
2193966,Albergo Esperia,57.24,79.44
2194239,Boskerris Hotel,168.94,295.65
2195380,Larick House B&B,98.83,117.84
2196888,Padbrook Park Hotel,84.48,115.62
2197904,Hot Springs Medical and SPA,115.8,191.51
2223607,The Abbot's Elm,79.19,95.03
2225619,Depis Suites,23.15,58.42
2228914,Little Downham Anchor,99.25,206.96
2228949,Chapel of Barras B&B,68.64,89.75
2231699,Best Western Plus Stoke on Trent City Centre Moat House,71.46,167.9
2232021,Mill House,76.03,145.72
2234048,Old Churches House,52.8,105.59
2234544,Penkerris,38.01,63.36
2234964,Pelagos Hotel - Oia,91.04,155.79
2241022,The Hog's Head Inn,73.07,187.95
2247788,The Street Milano Duomo,225.04,351.62
2251839,The Royal Hotel,93.98,93.98
2252812,Blands Cliff Lodge,76.03,76.03
2257169,Ascott Hotel & Restaurant,93.12,298.14
2258942,M-Kinghotel,30.91,80.87
2259490,Hotel NS Albolut,27.97,68.32
2260225,Best Western Plus London Wembley Hotel,99.78,144.55
2264821,Hotel Weinhaus Simon,105.35,105.35
2266328,Cargurra Farm,333.12,333.12
2266350,The Oyster Smack,84.48,105.59
2270462,The Golden Hope Wetherspoon,78.14,88.7
2271537,Rooms At Rue,72.86,100.32
2271639,The Kestrel Inn,80.3,92.66
2273101,Guesthouse Vertoef,67.28,100.38
2277704,ibis budget Manchester Centre Pollard Street,27.45,120.38
2277705,ibis budget Manchester Salford Quays,28.83,65.89
2278409,Evans Hotel,104.54,122.49
2278644,Mandalay Picton House Hotel,72.86,146.77
2282359,Hotel Panorama,64.13,90.78
2283407,Caro Apartments & Rooms,37.04,66.64
2284901,Hotel de Jonker,222.04,297.01
2298651,Capri Guesthouse,79.19,95.03
2312041,Bangors Organic,152.05,152.05
2312834,The Alexandra Pub,62.3,83.41
2314283,Comfort Inn St Pancras - Kings Cross,74.97,241.81
2314319,Comfort Hotel Paris La Fayette,85.5,129.89
2314333,Comfort Inn Hyde Park,72.86,115.09
2314459,"Quality Hotel, Star Inn Premium Hannover",91.92,150.39
2315434,Caramell Premium Resort,90.53,429.86
2315550,El 16 Ruzafa,79.37,189.88
2316444,Bed & Bos,100.38,283.88
2326645,Naxos Island Escape,100.77,457.62
2341399,Hotel Anthousa.,55.51,69.13
2347158,Brockley Hall,84.48,263.98
2371366,HotelSalinas,125.11,182.44
2374739,The Lodge- Golf Club Eppan,106.77,222.71
2374936,Domaine de la Valdaine,59.28,99.46
2378762,The Headland Hotel & Spa,44.67,273.48
2387000,Admiral of the Humber Wetherspoon,57.02,67.57
2388694,The Old Forge,76.03,107.7
2389425,Shepherds Bridge B&B,82.36,114.04
2391283,Rozmaryn Apartments,44.93,52.57
2393468,Locomotion Hotel,36.96,52.8
2398969,The Cloud Hotel,95.03,158.39
2400754,Meltemi Excelsior Suites,284.79,535.51
2409444,Hotel Flysch,70.43,167.52
2413931,Hotel Boutique dONNA 4* Superior,109.5,199.92
2415348,White Hart,63.36,126.71
2418261,Dolforwyn Hall,57.02,126.71
2420904,"Comfort Hotel, Star Inn Muenchen Nord",70.27,176.61
2424511,Klebelsberg Kastely,35.58,149.84
2425228,West Somerset Pub & Accommodation,52.8,89.75
2425325,Downings Coastguard Cottages - Type B-E,271.64,774.05
2425390,Clos Cacheleux,82.38,82.38
2425656,Hotel Enrica,40.18,65.3
2426245,The Orkney Hotel,100.32,147.83
2430148,Crossroad Hotel,53.04,121.56
2430722,Belmont House Hotel,95.03,232.3
2467918,Grand Pier Hotel Old Town,62.13,87.44
2481599,Draycote Hotel & Whitefields Golf Course and Club,76.03,115.1
2482576,Adina Apartment Hotel Leipzig,174.54,368.7
2487761,La Terrazza Palace,55.25,114.53
2492487,Crown Inn,84.48,158.39
2493099,Hotel den Berg,56.78,77.05
2493528,Warwick Conferences - Scarman,136.85,194.29
2501630,Hotel Raymond 4 Toulouse,71.33,149.69
2501751,The Briers,126.71,152.05
2504843,The Ship Inn,52.8,79.19
2504960,Woodview B&B Colchester,58.07,95.03
2505545,The Manor House at Quorn,137.27,158.39
2506396,The Dog and Partridge,63.36,126.71
2507031,Hotel Galant Lednice,71.11,134.53
2507045,Les Aveilles,46.22,96.44
2507048,Meikleour Arms Hotel & Restaurant,79.19,105.59
2507814,The Ragged Cot,73.91,158.39
2508027,The Lord Nelson Inn B&B,76.03,114.04
2509433,The Horseshoe & Castle,138.11,150.79
2510872,Palac Mortegi Hotel & SPA,86.95,139.92
2511442,Hotel Mercure Roscoff Bord De Mer,84.39,127.58
2513504,Hotel De Lindehoeve,107.9,203.29
2515337,Belmill Hotel,63.36,63.36
2515980,Rodelhaus,91.92,133.23
2518832,Rolles Court,57.02,228.08
2519188,Raven Hotel by Greene King Inns,68.64,110.87
2519281,Gorselands Hall Bed and Breakfast,95.03,182.15
2519573,Red Lion Inn,84.48,131.99
2519909,The Masons Arms,84.48,179.51
2520190,The Bay Tree Hotel,178.45,284.05
2520339,Hotel Porto Potha,38.94,64.26
2520404,Lauriston Hotel,58.07,100.32
2520669,Hotel Dlugie,29.74,83.28
2521674,Takoda Hotel,82.88,93.93
2521941,Royal Ashton Hotel,47.52,153.1
2522141,The Duke William,42.23,63.36
2524077,Moggerhanger Park,89.75,110.87
2524598,Renville Oast,81.31,103.48
2524902,Ravencar Farm B&B,57.02,111.92
2525564,Hospederia La Querencia,50.23,75.35
2526149,Fitzwarine House,88.7,101.37
2537808,Syozant Morrison Central ApartHotel,60.19,89.75
2540023,Biggin Hall Country House Hotel,79.19,116.16
2540247,Village Vacances Station Les Rousses,79.37,79.37
2551834,Harbour Spring by Marston's Inns,52.8,58.07
2553361,Yorkshire Bridge Inn,118.49,118.49
2562459,Mera Brise,53.65,160.02
2563901,Muthu Clumber Park Hotel and Spa,80.78,166.04
2564602,Hotel Imperial,26.18,39.26
2569639,Sea Porto Hotel,86.16,210.6
2574442,Urbihop Hotel,45.2,104.73
2574564,Artagonist hotel,115.88,341.13
2574576,Riverdale Hall Hotel,65.57,163.67
2574621,Spring River Ebbsfleet by Marston's Inns,52.8,58.07
2578220,The Crown Hotel,52.8,126.71
2580697,Steigenberger Hotel Stadt Loerrach,98.32,176.88
2598876,White Cottage B and B,76.03,190.07
2599942,Iberostar Paseo de Gracia,139.76,694.4
2600082,Camden Enterprise Hotel,161.56,274.54
2602353,Sheraton Skyline Hotel London Heathrow,73.18,183.73
2602425,TITANIUM HOTELS ROMANIA,30.99,46.48
2602457,Orenas Slott Hotell & Konferens AB,117.67,199.76
2603077,Pollis Hotel,48.19,61.33
2603681,Grimston House,79.83,159.66
2606034,Le Saint Christophe,50.23,50.23
2609750,Landhaus Stocker,102.24,164.22
2613175,NH Venezia Rio Novo,142.05,326.5
2613450,Best Western Blaise & Francis,442.66,567.78
2614642,NH Collection Marseille,98.45,179.63
2614690,Hotel Indigo London - 1 Leicester Square,266.09,410.76
2614691,Crowne Plaza Manchester - Oxford Road,63.36,227.03
2614960,Hotel Veronesi La Torre,136.63,249.99
2615553,Ramada Encore by Wyndham Newcastle-Gateshead,41.28,114.04
2615575,Best Western Hotel Carlton,125.68,159.74
2615756,Bohem Prague Hotel,48.43,150.68
2617069,Hotel Oasi Gran Parco,53.04,86.81
2622141,Cazare MOLDI - regim hotelier,28.93,46.02
2625302,Hotel Altus Poznan Old Town,42.83,92.8
2640455,Stadshotel Woerden,112.13,183.51
2643273,Hotel Wildeshauser Bahnhof,61.19,112.58
2643521,The Merlin,79.19,89.75
2654701,Hotel LinderHof Erfurt,77.46,184.87
2654883,Van der Valk Hotel Luxembourg-Arlon,94.87,305.99
2671021,Corte San Felice,68.35,150.69
2671215,Sure Hotel by Best Western Birmingham South,65.57,137.8
2672434,Unicorn Inn,73.91,126.71
2675317,Nautical House Inn,38.94,141.18
2675722,Hotel The Cube,79.37,149.69
2676915,Hyatt Place Farmington,113.05,187.0
2722897,Penmoor Place-Old Town Bratislava Air-Conditioned,104.98,104.98
2729537,Hotel Sava,89.64,908.3
2730315,DoubleTree by Hilton Dunblane Hydro,73.6,324.38
2732704,Church Inn,139.38,139.38
2733564,Molos Bay Hotel,68.8,194.93
2735473,J Hotel London,117.03,335.73
2737953,Bonners Lodge,82.36,139.38
2802064,Hotel MODI,91.92,229.9
2802593,Hotel Ploener See by Tulip Inn,35.47,72.3
2802612,Hotel Ostseehalle Kiel by Premiere Classe,64.51,107.37
2803078,Glan-Neigr,47.52,72.86
2807215,Aparthotel 1A,70.23,101.21
2810721,The Coach Hotel,46.46,89.75
2814175,Crescenzo,60.28,84.39
2814601,Carlton Court Hotel Eastbourne,45.77,110.87
2822645,Hotel ibis Lyon Sud Chasse sur Rhone,59.27,92.43
2833565,Chapelbank Hotel,76.03,190.07
2835019,Dalrachney Lodge Hotel,121.43,174.23
2835075,Casuarina Tree,74.76,125.44
2838784,Ibis London Canning Town,54.91,215.28
2846405,Venta del Alto - Hotel Las Cumbres,40.67,71.33
2846831,Woodland Lodges,399.96,399.96
2910461,"Sheffield Metropolitan, Sure Hotel Collection",38.01,82.7
2910765,DoubleTree by Hilton Edinburgh - Queensferry Crossing,72.86,160.16
2913101,The Cross Keys,52.8,79.19
2915024,Slow Village Biscarrosse,109.5,145.67
2915681,B&B Hotel Milano Central Station,48.23,176.75
2969236,Hotel H TOP Platja Park,66.13,88.8
2969677,Hardwick Farm,94.08,177.39
2969850,Metropol Spa Hotel,89.51,273.76
2971317,Selfness Hotel Vadvirag Matraszentimre,121.75,151.72
2978541,Villa Saint Honore,364.68,994.59
2981259,The Olde Swan Hotel,73.91,95.03
2989075,Hotel Relax Vrchbela,47.38,58.9
2989082,The Guest House,76.03,228.08
2994596,Best Western Hotel Plaza,50.85,217.12
2998927,Citi North,83.41,89.75
3002495,Courtyard Paris Roissy Charles de Gaulle Airport Hotel,161.74,250.15
3002684,Leonardo Inn Hotel Aberdeen Airport,30.88,129.88
3002687,Leonardo Boutique Hotel Huntingtower Perth,72.86,234.41
3003679,The Ashville Mews,68.64,290.38
3009788,Prestige Boutique Hotel Craiova,48.0,121.54
3010075,Hotel Przystanek Torun,59.97,126.12
3013371,The Cowsheds,101.37,190.07
3015005,Theodora Golf Club,73.04,500.22
3018047,Seagoe Hotel,136.21,210.12
3034276,Millgate House Hotel,95.03,116.16
3060607,Brewery House Bed & Breakfast,65.89,122.91
3115677,Ye Olde Robin Hood Inn,79.19,79.19
3121431,Relais Palazzo Paleologi - Century XIV,56.56,134.32
3121902,Stone House Farm,57.02,139.38
3122047,Holiday Inn Villingen Schwenningen,88.3,197.67
3143096,Helena Hotel & SPA,27.16,87.44
3145983,The Lift Boutique Hotel,178.27,325.8
3187889,Econo Lodge,38.25,85.0
3195329,The White Horse,79.19,79.19
3199535,Killiecrankie Hotel,121.43,316.78
3200412,Ashbury Bed & Breakfast,112.77,139.38
3213635,Hotel The Originals Morlaix Ouest (ex Inter-Hotel),52.09,101.47
3218615,Moxy London Heathrow Airport,49.63,152.05
3263591,The Millcroft,68.64,168.94
3265216,No.20 Boutique B&B,120.38,164.72
3273563,The Big Blue Hotel - Blackpool Pleasure Beach,84.48,231.25
3274576,The Swiss Cottage Bed & Breakfast,52.8,99.25
3276402,The Cardiff North Hotel By AccorHotels,90.81,164.19
3280451,Dubrovnik Hotel & Restaurant,55.97,177.23
3281936,Ringwood Hall Hotel & Spa,75.08,179.61
3297670,Elba Madrid Alcala,71.43,159.74
3317426,Hapimag Resort Athens,211.14,211.14
3328602,Sol Costa Daurada Salou,60.13,194.4
3338082,The Fountain Inn,76.03,121.43
3338269,Hotel & Gasthaus DAS ROHRL Straubing,71.27,186.94
3338631,The Finch Hatton Arms,68.64,95.03
3342165,Hotel La Chaumiere,75.35,100.46
3366911,"Radisson Blu Hotel, Lyon",118.01,352.41
3471506,Flairhotel Zum Schwarzen Reiter,96.05,120.84
3516138,Focus Hotel Premium Sopot,54.74,139.21
3527608,Hotel ibis Leiria Fatima,37.48,56.29
3530748,Hotel Torremolinos Centro.,37.44,37.44
3539219,Park Lane Boutique Aparthotel,38.21,123.94
3539500,Hotel Sunrise Park,45.78,93.18
3539572,Trivelles Belforte Hotel,45.4,84.48
3542604,Riverside SPIRIT,57.46,97.25
3545548,B&B Mon Reve,127.48,127.48
3553396,Auszeit Das Hotel Himmelkron,46.43,113.56
3587290,Kamares Villas,64.55,982.31
3589189,Nine Jars Hotel,79.19,137.27
3592135,Mellon Country Inn Hotel,79.19,348.45
3612670,Labranda Riviera Premium Resort & Spa,30.91,1158.65
3613693,Hotel Emporda Figueres,70.09,83.07
3627553,The Ilchester Arms Hotel,104.54,173.18
3632431,Park Hotel Kursaal,41.19,93.93
3632459,Paraiso Turistic apartments,51.4,199.97
3633424,The Dorset Arms Cottage & Pub Rooms,95.03,121.43
3636534,Stern Hotel Leipzig,43.68,77.15
3646095,Plivica village Etno garden,230.98,230.98
3647217,The Royal Kings Arms Lancaster,63.36,114.31
3647270,Hotel Alexander Sicily,58.27,79.37
3689355,Liana Hotel & Spa,4774.52,4774.52
3697912,La Couronne Atelier - Dependance,163.59,193.6
3745650,Plitvica Luxury Etno Garden,230.98,487.15
3755422,Travelodge Guildford,77.07,118.78
3755427,Travelodge Caterham Whyteleafe,38.0,61.76
3755428,Travelodge Crewe Barthomley,44.34,53.84
3755430,Travelodge Reading Central,30.61,131.98
3755432,Travelodge Porthmadog,41.17,47.51
3755434,Travelodge Peterborough Eye Green,83.41,84.46
3755438,Travelodge Perth A9,42.23,48.56
3755440,Travelodge Birmingham Central Broadway Plaza,44.34,144.12
3755441,Travelodge Colchester Feering,34.83,54.9
3755442,Travelodge Edinburgh Musselburgh,54.9,54.9
3755445,Travelodge London Chigwell,52.79,93.97
3755447,Travelodge London Central Southwark,46.45,107.26
3755452,Travelodge Llanelli Cross Hands,42.23,48.56
3755453,Travelodge Llanelli Central,30.61,35.89
3755454,Travelodge Llandudno,43.28,49.62
3755455,Travelodge Derby Pride Park,33.78,52.26
3755456,Travelodge Barrow In Furness,68.62,85.52
3755457,Travelodge Sunderland Central,59.12,59.12
3755458,Travelodge Sunbury M3,48.56,69.15
3755459,Travelodge Stratford Upon Avon,33.78,68.26
3755460,Travelodge Bournemouth Seafront,30.61,56.48
3755461,Travelodge Stratford Alcester,32.72,33.78
3755464,Travelodge Stoke Talke,38.0,39.06
3755466,Travelodge Staines,33.78,36.95
3755471,Travelodge Kidderminster,46.45,47.51
3755472,Travelodge Kettering Thrapston,49.62,61.23
3755474,Travelodge Kendal,35.89,44.34
3755475,Travelodge Ipswich Stowmarket,36.95,38.0
3755477,Travelodge Ipswich Beacon Hill,47.51,49.62
3755484,Travelodge Maidenhead Central,64.4,95.55
3755488,Travelodge Loughborough Central,33.78,39.06
3755490,Travelodge London Wembley High Road,88.69,124.06
3755492,Travelodge Sedgefield,61.24,61.24
3755493,Travelodge Scotch Corner Skeeby,34.83,46.45
3755495,Travelodge Scarborough St Nicholas,38.0,58.59
3755498,Travelodge Rugeley,72.85,72.85
3755500,Travelodge Reading M4 Westbound,30.61,35.89
3755503,Travelodge Wirral Eastham,50.67,52.79
3755504,Travelodge Winnersh Triangle,31.67,73.38
3755507,Travelodge Wincanton,45.39,54.9
3755512,Travelodge Newquay Seafront,24.28,57.54
3755513,Travelodge Newport Isle of Wight,36.95,61.76
3755514,Travelodge Newcastle Whitemare Pool,30.61,33.78
3755517,Travelodge Newbury Tot Hill,46.45,71.79
3755519,Travelodge Newark North Muskham,41.17,58.07
3755522,Travelodge Durham,36.95,42.23
3755524,Travelodge Birmingham Fort Dunlop,49.62,80.77
3755526,Travelodge Falkirk,34.83,41.17
3755528,Travelodge Dundee Strathmore Avenue,31.67,50.15
3755529,Travelodge Bedford Wyboston,30.61,106.64
3755534,Travelodge Alton Four Marks,54.9,65.46
3755535,Travelodge Glasgow Queen Street,52.79,146.23
3755539,Travelodge Glasgow Airport,43.28,80.43
3755540,Travelodge Camberley,92.91,111.39
3755543,Travelodge Burton M6 Northbound,32.72,33.78
3755545,Travelodge Cambridge Swavesey,42.23,95.02
3755546,Travelodge Bracknell Central,80.24,98.72
3755548,Travelodge Bromborough,29.56,72.85
3755549,Travelodge Christchurch,46.45,48.56
3755550,Travelodge Cambridge Newmarket Road,76.02,100.83
3755552,Travelodge Halkyn,38.0,39.06
3755555,Travelodge Dundee,46.45,85.52
3755556,Travelodge Great Yarmouth Acle,46.45,49.62
3755559,Travelodge Oxford Wheatley,92.91,103.47
3755560,Travelodge Oxford Peartree,46.45,71.79
3755562,Travelodge Okehampton Whiddon Down,60.18,73.9
3755563,Travelodge Okehampton Sourton Cross,30.61,66.51
3755565,Travelodge Nottingham Central,32.72,84.99
3755566,Travelodge Norwich Central Riverside,48.56,79.71
3755567,Travelodge Northampton Wootton,78.13,89.74
3755568,Travelodge Darlington,47.51,47.51
3755570,Travelodge Chester-le-Street,36.95,85.52
3755573,Travelodge Birmingham Central Bull Ring,36.95,164.19
3755574,Travelodge Liverpool Central Exchange Street,34.83,89.53
3755575,Travelodge Lincoln Thorpe on the Hill,90.8,90.8
3755576,Travelodge Leicester Markfield,35.89,43.28
3755577,Travelodge Leeds Central Vicar Lane,45.39,63.87
3755578,Travelodge Leatherhead,46.45,47.51
3755579,Travelodge Lancaster M6,30.61,31.67
3755580,Travelodge Lancaster Central,32.72,36.95
3755582,Travelodge Crewe,64.4,65.46
3755583,Travelodge Egham,55.95,81.3
3755584,Travelodge Bournemouth,30.61,80.77
3755586,Travelodge Glenrothes,31.67,36.95
3755587,Travelodge Huntingdon Fenstanton,49.62,54.9
3755588,Travelodge Hull South Cave,38.0,52.79
3755589,Travelodge Holyhead,40.11,40.11
3755590,Travelodge High Wycombe Central,69.68,88.16
3755592,Travelodge Heathrow Terminal 5,32.72,59.12
3755595,Travelodge Hartlebury,34.83,36.95
3755596,Travelodge Harrogate West Park,45.39,63.87
3755597,Travelodge Doncaster,34.83,50.67
3755598,Travelodge Ayr,29.56,55.95
3755600,Travelodge Wakefield Woolley Edge M1 Northbound,53.85,53.85
3755602,Travelodge Tunbridge Wells,46.45,81.82
3755604,Travelodge Toddington M1 Southbound,44.35,44.35
3755608,Travelodge Swansea Central,43.28,74.43
3755609,Travelodge Sunderland High Street West,27.44,27.44
3755610,Travelodge Birmingham Maypole,62.29,82.88
3755611,Travelodge Milton Keynes Central,27.44,65.46
3755612,Travelodge Milton Keynes The Hub Hotel,54.9,80.77
3755613,Travelodge Middlewich,46.45,55.95
3755616,Travelodge Medway M2,59.12,59.12
3755618,Travelodge Manchester Sportcity,32.72,80.77
3755619,Travelodge Manchester Central Arena,29.56,82.35
3755620,Travelodge Manchester Central,69.76,113.5
3755621,Travelodge Manchester Birch M62 Eastbound,35.9,35.9
3755625,Travelodge St Austell,38.0,99.77
3755627,Travelodge Southampton Central,43.28,77.6
3755628,Travelodge Slough,36.95,72.32
3755630,Travelodge Shrewsbury Bayston Hill,60.18,65.46
3755631,Travelodge Shrewsbury Battlefield,78.13,97.13
3755632,Travelodge Sheffield Richmond,54.9,65.46
3755633,Travelodge Sheffield Central,31.67,76.54
3755634,Travelodge Birmingham Central Newhall Street,61.23,140.95
3755638,Travelodge Worthing Seafront,30.61,69.15
3755639,Travelodge Worcester,40.11,76.54
3755641,Travelodge London Twickenham,66.51,107.17
3755642,Travelodge London Teddington,67.57,110.33
3755643,Travelodge London Richmond Central,116.14,116.14
3755648,Travelodge London Feltham,92.91,115.61
3755650,Travelodge Eastleigh Central,47.51,66.51
3755657,Travelodge Bicester Cherwell Valley M40,62.29,64.4
3755659,Travelodge Edinburgh Dreghorn,36.95,39.06
3755660,Travelodge Exeter M5,46.45,53.84
3755661,Travelodge Birmingham Yardley,89.92,141.48
3755662,Travelodge Gatwick Airport Central,58.07,135.68
3755663,Travelodge Arundel Fontwell,36.95,68.62
3755665,Travelodge Grantham Colsterworth,35.9,35.9
3755666,Travelodge Bromsgrove,30.61,79.18
3755668,Travelodge Bracknell,73.9,111.92
3755670,Travelodge Bristol Severn View M48,91.85,119.31
3765536,Gh Hotel Piaz,44.4,112.05
3814480,Sercotel Madrid Aeropuerto,62.75,171.79
3818026,Hotel Am Berg Frankfurt,83.66,108.44
3819792,The Bull on the Bridge,41.18,72.86
3821195,Gasthaus Badhof - Golfhotel,148.1,290.4
3849508,Hotel Villa de Alquezar,82.38,131.61
3857282,B&B Hotel Genova,50.73,93.49
3874109,Camelot Club Hotel,37.46,112.38
4066130,Hotel Ahc Palacio Coria,70.33,70.33
4087353,Fair Hotel Villa Diana Westend,40.28,75.19
4121887,Best Western Hotel Grand Parc Marne La Vallee (ex Chanteloup hotel),72.58,219.72
4125681,Hampton Inn Rome East,64.04,116.04
4127623,The Raven's Cliff Lodge by Marston's Inns,58.07,58.07
4135823,L'Hotel de l Avenue Tarbes,49.23,66.31
4137251,Viola Palace Hotel,36.62,85.39
4138364,"Cedar Court Hotel Harrogate, an Ascend Hotel Collection Member",83.63,130.93
4156356,KOPSTER Hotel Lyon Groupama Stadium,94.43,108.1
4168331,Novum Hotel Bruy Stuttgart,78.13,138.19
4207436,The White Hart Newmarket by Marston's Inns,58.07,79.19
4215521,Hunter's Hall,74.76,119.11
4215763,HOTEL Villa Romaine,27.63,50.23
4220505,Hotel Moguntia,54.74,88.82
4222152,The Pytchley Inn,73.91,126.71
4236807,Initial,123.57,145.67
4301180,Hotel Il Colombaio,150.69,185.86
4301247,Hotel Caireles,100.36,123.57
4352550,Eventhof Platzhirsch,60.93,81.59
4353438,Central Station Hotel Liverpool,49.42,176.34
4358781,Hotel De' Ricci,322.49,949.38
4359217,Siesta Butique Hotel,28.32,111.36
4363705,Hotel City Center,58.03,128.24
4388614,Worthing Rest,63.36,114.04
4389591,Hotel Gambetta,70.32,224.04
4406831,Oatridge hotel,42.23,105.59
4415044,Gastehaus Alte Schule,71.27,81.59
4424124,Executive Hotel,74.57,194.88
4424725,Design-Villa Waldfrieden,124.56,250.97
4424780,The Arun View Inn,63.36,100.32
4431176,Hotel Benlloch,33.15,75.35
4433889,Logis Hostellerie de Saint Alban,105.48,168.78
4437173,ibis Paris Gare de Lyon Diderot 12eme,126.58,192.89
4437179,ibis Paris Grands Boulevards Opera 9eme,172.79,204.44
4439080,Hotel Hirschen & Weinschenke,216.14,271.04
4451978,Hotel Internazionale Luino,69.32,99.46
4453863,South Point Suites - London Bridge,117.42,194.29
4454372,L'isola dei Sapori Boutique Hotel Restaurant,54.79,138.14
4466230,The Heworth Inn,69.06,116.57
4472028,Hotel Genesio,72.37,118.89
4489835,Hotel Anahi,69.07,659.68
4490545,Hotel Bystra,75.35,75.35
4497533,The 13 Assiettes,78.36,117.54
4499633,Le Chateau Lambousa Hotel Cyprus,50.57,91.25
4518361,Hotel Mercure Orleans Portes de Sologne,84.39,184.85
4532431,Best Western Urban Hotel and Spa,63.44,178.17
4532433,Best Western Plus Celtique Hotel & Spa,79.37,1003.62
4532436,Best Western Plus Palais des Congres,127.29,159.31
4532451,Best Western Hotel la Mare o Poissons,75.65,196.86
4532453,Best Western Plus Hotel les Rives du Ter,151.75,334.58
4532455,Best Western le Dauphin le Spa du Prieure,83.38,144.67
4532457,Best Western Hotel la Metairie,102.32,257.37
4532461,"Le Saint Antoine Hotel & Spa, BW Premier Collection",99.86,437.72
4532462,Best Western Hotel Hermitage,49.13,182.71
4540922,Best Western Le Cheval Blanc,74.39,255.86
4540938,Best Western Auray Hotel du Loch,65.15,163.86
4542308,budget rooms Doppenberg,44.71,49.67
4572404,Albergo Cinzia,32.15,60.28
4574529,Albergo La Rosa,38.18,74.34
4575750,White Hart Hotel,105.59,205.9
4593090,Hotel The Site,67.31,198.82
4593092,K Hotel Kensington,100.5,301.99
4593494,Hotel Restaurant Sailer,90.42,120.55
4594100,3 Paardekens,86.53,112.59
4607644,Villa Isabel,93.93,93.93
4608546,Castleneuk Guest House,63.36,82.36
4608745,The Harp Inn,62.3,79.19
4609319,Hotel Du Vin Stratford,143.6,255.54
4610631,Avalon Guest House,50.68,101.37
